,parallax,phot_g_mean_mag,bp_rp
0,1.0958873202967456,14.447882,0.8358679
1,1.1417018894543072,13.718393,0.842082
2,1.1302185515056689,14.149156,0.78682613
3,1.16839158686107,14.359411,0.968462
4,1.1282729308880564,12.562445,0.7126322
5,1.1475886193176104,12.88945,0.72583675
6,1.194348403694512,14.59011,0.9932718
7,1.1449809958548884,16.114237,1.2979603
8,1.0507438050297124,16.434546,1.3966732
9,1.2248304467667932,15.720381,1.3322945
10,1.1614443624856257,12.390281,0.7816067
11,1.1521506313290233,17.575953,1.8685951
12,1.1406060608614237,14.696521,0.97691536
13,1.1907824989748226,17.233728,1.69907
14,1.1463666453012733,13.986189,0.775403
15,1.0677617804502897,17.511879,2.0325928
16,1.1368382183664567,13.699181,0.75373936
17,1.1656130107146512,14.034807,0.7885084
18,1.1168651977451838,15.831147,1.1894732
19,1.149714131125889,14.206959,0.8261156
20,0.877775501165374,14.469284,0.80631447
21,1.2166316306640776,12.464717,0.78820705
22,1.052465700040304,15.542323,1.106143
23,1.11441650343621,14.041427,0.7936554
24,1.1695066387068414,16.83582,1.5429115
25,1.2199593471368089,17.938349,2.0626526
26,1.0998206019645695,13.485824,0.7329273
27,0.8416802163464816,17.634897,1.8657608
28,1.167490616534254,12.697912,1.0938492
29,1.172402697847742,8.858565,1.6367264
30,1.079417122056316,17.267056,1.7357483
31,1.107735394686656,15.84601,1.1741085
32,1.1121668026117004,14.625885,0.88911724
33,1.1483328705688762,15.01497,0.97100925
34,1.1466730185239116,16.781284,1.5057507
35,0.4586014690056232,16.613552,0.9146919
36,1.1526976505645552,16.569128,1.4343853
37,1.130504951442845,15.204648,1.0021515
38,1.1477507819871064,14.980596,0.9520426
39,1.1328045243539713,14.462305,1.0001984
40,1.1754650006147955,12.787833,1.0106649
41,1.1527814260330285,15.324436,1.0352755
42,1.1399150776506994,12.497732,0.8481989
43,1.148896149245945,12.430536,0.78082085
44,1.1455626436653457,14.644585,0.89446545
45,1.1986862537454122,17.344692,1.7342033
46,1.1297047483040137,13.389088,0.71811676
47,1.1416986119937134,16.82277,1.546073
48,1.188203804096045,16.028463,1.2649784
49,1.1387764097927688,13.014684,0.74192905
50,1.2018841718108124,17.534235,2.013773
51,1.044474044049836,16.61028,1.4506922
52,1.09785214298995,15.659702,1.245822
53,1.161483913317375,15.915327,1.1952085
54,1.1720334661995724,13.204584,0.71120167
55,1.1324341918394667,14.222943,0.8348274
56,1.258703940254049,17.165012,1.8044662
57,1.12500794803951,15.258637,1.0038767
58,1.122858137026619,13.524892,0.7342062
59,1.0988460053567968,16.365112,1.3807573
60,1.1862181835380194,13.75739,0.76067543
61,1.1587257774885589,17.647688,1.8651218
62,1.1776446574837185,17.33302,2.1314812
63,1.209819422678799,16.668568,1.4754057
64,1.1680926281287092,16.125412,1.297679
65,1.1335659170397616,16.909548,1.657444
66,1.315842010207829,17.458586,1.7902164
67,1.089696964967683,15.567408,1.3324366
68,1.0824406075319744,17.302053,1.6975574
69,1.155422714122445,16.487295,1.4333696
70,1.0002432924766034,16.493284,1.6294403
71,1.1195722926204588,14.043963,0.81076145
72,1.3367509483164008,17.299242,1.7934246
73,1.1616089197820474,13.141925,0.76594925
74,1.1211968876546707,17.05594,1.6412868
75,1.1365107156660572,15.329233,1.0775299
76,1.133657635832198,16.555809,1.4160347
77,1.1860312245908633,16.402733,1.3949232
78,1.3111384052662989,16.74895,1.5378847
79,0.9976815181752436,16.129448,1.3802023
80,1.1517035789481922,13.207407,0.73400307
81,1.06528142413875,17.737473,1.9120865
82,1.2557382439349156,17.703156,1.9006252
83,1.2229013743358346,17.24666,1.707386
84,1.1418545331876582,17.209242,1.695076
85,1.033868482953683,17.873466,1.9272823
86,1.1263390880905002,15.716153,1.1521025
87,1.1631822543250008,16.685137,1.4935656
88,1.2282111263524909,17.905495,2.248539
89,1.078874885258175,16.165909,1.309001
90,1.116340997102261,13.82129,0.76503754
91,1.115480809476049,15.7027025,1.1454611
92,1.1916981344606936,17.611038,1.8262424
93,1.1695584827783538,13.780851,0.7681618
94,1.0313190876665568,16.358063,1.369628
95,1.1821101215965053,15.316563,1.0347748
96,1.1371465730154535,14.842712,0.9270382
97,1.390956602062779,17.991562,2.3231964
98,1.1469923387426275,13.223673,0.71833706
99,1.0844289606676838,17.874096,1.9317265
100,1.1304067764095382,13.497531,0.72711277
101,1.1506098304151269,13.70182,0.74299717
102,1.3007405965156764,17.637602,1.9982662
103,1.1973017147950151,16.133268,1.2875118
104,1.2190352300947722,15.597069,1.117343
105,1.2285507074238418,12.454363,0.6010361
106,1.116752239617244,13.580754,0.7415848
107,1.2096081851446303,15.153168,0.9939194
108,1.1957749517165586,16.77069,1.5677948
109,1.0147744489988708,17.551805,1.8248081
110,1.1354807688578596,13.519313,0.7500515
111,1.1831899504392334,13.127889,0.7354412
112,1.1580055798367657,15.813196,1.1814871
113,1.1485572710917131,13.405049,0.7436886
114,0.8867876894675151,17.34068,1.8325272
115,1.2413332077676296,17.581564,1.8033867
116,1.1416691827051262,13.381305,0.7361841
117,1.1345570942503178,13.277014,0.7365999
118,1.1812421617785736,14.855843,0.92749596
119,1.1917400672397604,16.32853,1.3417273
120,1.146247128039573,13.560265,0.74610233
121,1.200014111301081,15.24659,1.1060419
122,1.345895616816649,16.350328,1.3836918
123,1.19379924190674,16.799265,1.5463152
124,1.141229310368942,14.002153,0.79430866
125,1.2943679455829724,17.464241,1.8073769
126,1.216427701213476,14.8516245,0.93605995
127,1.2401260116059596,14.882329,0.9550381
128,1.0528238542740838,16.721853,1.5131817
129,1.1530946179273056,13.56774,0.74101925
130,1.2530670498807748,17.83423,1.9949207
131,1.1260073740133676,12.631922,0.7244501
132,1.116979133626179,15.490493,1.1290846
133,1.155703259110584,13.298922,0.7412176
134,1.12976734825351,15.073603,0.9965811
135,1.0929273294939044,15.253333,1.026391
136,1.0566674727245078,17.03083,1.8243256
137,1.1750824067679562,15.881221,1.3312197
138,1.1408635570858003,15.21902,1.0431957
139,1.1511949907027392,9.094762,1.483386
140,1.155616317210312,15.534751,1.0921993
141,1.1955157630400632,17.830132,1.9409256
142,1.2861531070652772,13.646353,0.7661152
143,1.22031924185358,17.51174,1.9568977
144,1.1086985946246954,14.535909,0.8764782
145,1.1468789802821828,15.466809,1.0793638
146,1.1061586749253636,15.495607,1.1684399
147,1.1905598283621697,17.50945,1.9276714
148,1.1283923415400154,15.816169,1.1649942
149,1.1485641042661476,13.459555,0.77516556
150,1.0692003974051063,16.71013,1.7003136
151,1.155151961830552,13.385247,1.2792387
152,0.4811664251680475,17.188974,0.9320774
153,1.1827862494009935,17.850863,1.883316
154,1.0888532300312752,15.215876,1.0156603
155,1.143185813300626,14.074816,0.8246212
156,1.135392019914078,12.96438,0.75546074
157,1.1012394187022665,15.314818,1.0363026
158,1.1597425525817515,13.560873,0.74447536
159,1.1879090612228893,17.691051,1.8508396
160,1.1737446440453905,14.620219,0.8855839
161,1.155380039750886,13.310611,0.7494755
162,1.1459637299655885,16.507046,1.454668
163,1.3347471317533188,17.94338,1.9951382
164,1.3306954615291955,14.791033,1.0199318
165,1.2837148709176047,17.738438,1.9398994
166,1.1148318822145746,15.526613,1.1029902
167,1.1439061285204002,12.728699,0.70472527
168,1.142951785683349,17.799356,1.9343548
169,1.205087636609872,15.949997,1.1969166
170,1.1353895564461711,15.056689,0.9808006
171,1.124400367500204,14.337803,0.8302803
172,1.173629208139961,14.022076,0.8114033
173,1.173549534421929,12.538585,0.7640152
174,1.169045679403406,15.46138,1.0925703
175,1.2377840962902789,16.645302,1.4440098
176,1.0521020975074011,17.88868,1.9871387
177,1.1974625837613575,12.646977,0.75673866
178,1.0080907465096915,13.41916,0.7644329
179,1.2218279035889534,16.23311,1.3354225
180,1.1409356378322533,13.618245,0.7491989
181,1.1357587306009551,14.5729265,0.88091564
182,1.2106094412215898,12.606146,0.7430048
183,1.1163833828605645,16.716963,1.6030464
184,1.1329994670291343,16.981943,1.6282692
185,1.1287080324056935,13.758011,0.7705841
186,1.2195923451127275,15.444592,1.2827625
187,1.248970609740535,17.95404,2.068447
188,1.378919928866308,17.937412,1.9731407
189,1.158474029305821,15.563312,1.1244469
190,1.138911951245019,14.780747,0.9177828
191,1.1281807899881124,14.5575485,0.9055023
192,1.1851421863536962,12.835385,0.7790823
193,1.1235082277517143,12.633916,0.72618484
194,1.1063780468834332,17.611193,1.8726654
195,1.2613502264885483,16.363602,1.4114132
196,1.1588235464189354,14.051254,0.8117533
197,1.0870972384704418,15.399096,1.0654964
198,1.427728121598455,17.244299,1.701086
199,1.1476824018373324,14.0869055,0.7771044
200,1.1262589774114633,14.189812,0.79874134
201,1.1811350509906289,8.222472,1.8043594
202,1.1376006567119523,16.56899,1.5172586
203,1.1962631901262597,13.085291,0.7594423
204,1.1975182950147931,16.69441,1.4792509
205,1.1103223219949434,15.43461,1.0705214
206,1.1491500704088171,14.227486,1.010293
207,1.125721146989938,15.127704,0.9732275
208,1.070398225937593,16.775866,1.5088272
209,1.243687622425787,15.403966,1.0657959
210,1.1961701571160923,15.87026,1.2032423
211,1.120660109495888,14.43516,0.85645485
212,1.1430784815537862,15.134989,1.1845846
213,1.048281038778142,17.282303,1.7428589
214,1.1478500994754248,16.481857,1.4096737
215,1.1924418402398214,12.827336,0.72296524
216,1.1188156222898,16.292366,1.5254793
217,1.182368440254217,16.775558,1.5738277
218,0.8730685728606096,17.782784,2.2292976
219,1.1281623824642129,13.95246,0.7931795
220,1.1524610466438383,14.743149,0.9287796
221,1.1619956688041355,14.47016,1.007678
222,1.2317405748543575,15.497033,1.0922327
223,1.1621499864326637,12.04278,1.1389227
224,1.1389694984527998,13.475734,0.8123636
225,1.1697270637570327,12.519697,0.7566509
226,1.252713096066143,16.931812,1.5951462
227,1.06965220668386,15.018668,0.96162987
228,1.117628079696173,14.3914585,0.8445692
229,1.090534475372965,13.652542,0.8121443
230,1.208215184419133,14.820488,1.0607452
231,1.1099962747999923,17.687927,2.0581322
232,1.172104512108807,13.862936,0.7744694
233,1.1756988028085855,14.285123,0.84154034
234,1.1349054718010532,13.237873,0.7385073
235,1.0881379072527044,15.128859,0.98975945
236,1.1498805939341723,15.371176,1.0486841
237,1.0727765594842538,15.516991,1.1100225
238,1.1708543283984352,13.897799,0.78917503
239,1.1405180672621074,14.345399,0.8269949
240,1.2068505196109585,15.509171,1.087964
241,1.2107168877413446,17.762472,1.9713192
242,0.9569380784007928,17.211037,1.7077904
243,1.1726613697027777,16.481094,1.3932304
244,1.4113181097163103,12.571531,0.9708433
245,1.1239949298108451,13.63848,0.7633362
246,1.1586061497234343,14.589741,0.9740372
247,1.1238336572976202,16.429888,1.3703032
248,1.208621792697113,17.299572,1.7184658
249,1.138710062545944,15.678186,1.1485643
250,1.1848325254011254,13.502274,0.741765
251,1.1065659556955076,14.922193,1.0335636
252,1.0167026696982466,16.704063,1.5817022
253,1.1628248034510882,13.060335,0.7601719
254,1.2178936801149374,16.734282,1.494937
255,1.2681899709303623,17.443262,1.8042336
256,0.990343348802354,16.686607,1.6180592
257,1.214340719579074,12.607555,0.9111614
258,1.124837526076483,13.109818,0.7485132
259,1.1312376711239105,14.771352,1.0262184
260,0.9972326186977596,17.587675,1.8515911
261,1.1423449412242836,13.979341,0.78594303
262,1.1175005639817286,15.289084,1.1163044
263,1.160469564793413,13.447599,0.7304659
264,0.96404317553111,17.419231,2.2583313
265,1.1574545662761666,16.28684,1.5955172
266,1.1683575145395793,14.834445,0.9364414
267,1.2793221028824422,15.995755,1.2535019
268,1.3091686604388078,16.968384,1.6100273
269,1.1701737398093677,15.38498,1.0604725
270,1.1806051960977666,15.055208,0.96562386
271,1.24006979968095,17.62686,1.8303509
272,1.1608148504094395,15.458443,1.3526049
273,1.2535184884120714,17.173012,1.7068768
274,1.1691726614826008,15.636947,1.1094742
275,1.155425456872371,15.54789,1.2963524
276,0.92217224849651,17.619106,1.989357
277,1.0858336353173077,14.606981,0.8952999
278,1.165668678415313,14.00437,0.80335426
279,1.097619130794319,16.163172,1.2856073
280,1.0358845365694436,17.682676,1.8968544
281,1.0541867290039364,17.374266,1.7415771
282,1.0417493649905147,16.410458,1.664403
283,1.151258927446204,13.826932,0.7705164
284,1.1535896792674465,11.829176,0.76370907
285,1.0808340202996838,17.02906,1.6184177
286,1.153007130081916,16.583542,1.4460363
287,1.1394810637498722,16.334093,1.3593464
288,1.2046753934273815,12.614841,1.115695
289,1.1501108560585709,13.1609125,0.7864113
290,1.1618858523789548,14.857274,0.9361534
291,1.1356339724971882,14.259432,0.8394699
292,1.1229013994488717,15.971808,1.4924746
293,1.1089513563185405,15.309071,1.0326033
294,1.1565504825451691,13.402018,0.7782326
295,1.2926730757580915,17.915897,2.080883
296,1.1380132062573187,13.184756,0.7799177
297,1.091614563765892,16.206846,1.3221111
298,1.1320137760582378,12.407134,0.89402103
299,1.11346554066129,17.073603,1.6683064
300,1.1233936121456083,14.795678,0.9303322
301,1.1172560393619997,13.732728,0.7682867
302,1.3315402711234396,12.647075,0.7408905
303,1.1593371856224122,14.28375,0.8476944
304,1.1634882161349271,15.414886,1.2419901
305,1.1674430580671058,13.959219,0.78636074
306,1.1035419930331989,13.699832,0.7550669
307,1.032502975146324,16.645363,1.7771587
308,1.1123583683305776,15.92281,1.2582283
309,1.1505987118170358,12.556582,0.73915195
310,1.1938733065198046,13.429287,0.7343483
311,1.1780903783504708,10.234691,1.2470694
312,1.149104574995496,13.392233,0.7301712
313,1.160532569959725,15.9672575,1.2357302
314,0.8450134717573847,15.46749,1.0947714
315,1.103726297596693,12.900631,0.77776337
316,1.1385067328330654,15.971505,1.5080137
317,1.1911351747846974,13.500302,0.80389977
318,1.1616816228051514,14.013014,0.79804325
319,1.219782119971965,16.82904,1.560358
320,1.2449842824121795,12.654641,1.1066475
321,1.1537012052776487,15.663899,1.1481543
322,1.1771229084364088,10.222875,1.2390194
323,1.1159981905639544,16.698328,1.5138655
324,0.9899585355993028,13.870309,0.85494804
325,1.1546786930826054,14.645685,0.89190197
326,1.1918370720809708,17.987682,1.8725338
327,1.2698999468478411,17.352844,1.7304745
328,1.1232532472267729,14.714022,0.9078007
329,1.1580863866435969,15.51013,1.1045036
330,1.192673652699089,14.369842,0.8586073
331,1.3339925773081347,17.955595,2.0052052
332,1.3890296957334236,17.994484,1.9741592
333,1.0775233461972102,16.3103,1.3256311
334,1.146057830424664,13.851966,0.7825279
335,1.1048762648496964,12.686858,0.7643986
336,1.1845211386424317,10.205753,1.2274218
337,1.1466871609564244,13.064538,0.7538004
338,1.123585323789394,15.07166,0.9893389
339,1.1622667106549676,15.285419,1.0465717
340,1.1433256724345688,14.457218,1.0028038
341,0.9221455899009812,14.676374,0.935688
342,1.129779451339704,15.156463,0.9940376
343,1.1344629850534564,13.7203045,0.7516947
344,1.0820166705913967,15.312484,1.0598898
345,1.1451108119948803,15.330952,1.0428371
346,1.1336331819521603,12.605678,0.74795246
347,1.2126210165688145,12.689348,1.0334959
348,1.1677461446336417,14.985489,0.9956541
349,1.1194168399924276,15.650209,1.3570805
350,1.169611904446264,14.480405,0.8666754
351,1.175003165166099,14.3154955,0.9790449
352,1.1256748700986043,14.823226,0.9218044
353,1.1213831680840651,11.133349,0.80954266
354,1.2057154357595827,15.992974,1.240488
355,0.9653768047422286,16.299547,1.3387833
356,1.1503627269383438,13.129307,1.2358694
357,1.0180960007978013,16.950493,1.6685562
358,1.1952371299182647,12.544513,0.9143181
359,1.1225773454197885,14.96619,0.9654255
360,1.2874629563885942,17.740652,1.8933086
361,1.1417129723773067,13.745495,0.8191881
362,1.1653892762379836,15.21319,1.0306034
363,1.1619051932502835,14.019467,0.8055372
364,1.1696899848253277,12.700096,0.70736885
365,1.1601748817212127,13.643402,0.74637127
366,1.1326906824392198,17.45398,2.0476131
367,1.1255430323898683,16.897709,1.5723324
368,1.2049308891291943,12.646031,0.7396383
369,1.1504785003477478,13.567353,0.7629566
370,1.14643050404975,13.119683,0.7652111
371,1.1547919457577276,13.462174,0.7255087
372,1.231909377640601,15.25841,1.0216599
373,1.1136675560890228,15.520462,1.1003284
374,1.0951974979037469,15.067369,0.9865551
375,1.1715919974337543,14.969253,0.95465183
376,1.1618785955302653,14.932814,0.9577627
377,1.1599406816400124,12.938089,0.73738
378,1.1370045521599306,12.008891,1.1517344
379,1.3637168020112265,17.813278,1.9133911
380,0.9667236704309472,17.80563,2.2930622
381,1.3303499271645864,17.367966,1.7478542
382,0.9791716503449082,17.87502,2.2273998
383,1.226805421256137,12.506425,0.790575
384,1.1635157310568554,12.722943,0.70821
385,1.169331637872779,14.196356,0.83211994
386,1.163168954545169,15.181992,1.1404877
387,1.1166606019374,13.46944,0.72751236
388,1.135786148489855,13.88508,0.8465862
389,1.158826963687591,12.798285,1.0301142
390,1.1469201738403147,13.431571,0.7471409
391,1.079211260718185,14.672547,0.9660454
392,1.1324125709174997,12.771166,1.0141916
393,1.20271063953514,13.486864,0.74941254
394,1.093972787459173,16.072231,1.131813
395,1.1410040755521444,12.661663,0.747283
396,1.0850906354783445,12.152578,0.8487072
397,1.1447604074712503,13.40965,0.7435446
398,1.1303945339284969,13.237622,0.74976254
399,0.9087089162833146,17.736376,2.212658
400,1.2178730127808317,15.237194,1.108387
401,1.157800068203947,13.950937,0.8757591
402,1.1599191007904217,15.228779,1.0252581
403,1.1705226025286304,13.612037,0.7541914
404,1.1553988837847953,13.148642,0.7470045
405,1.1530629383351183,14.762794,1.0040388
406,1.146631261323724,15.358693,1.0568094
407,1.1663224651706463,10.845772,1.2351999
408,1.1760488762712418,14.022008,0.7903757
409,1.161293466421352,10.931228,0.1225605
410,1.0950090285841547,15.321573,1.0133104
411,1.1296682844559027,14.453478,0.85626507
412,1.279918690167404,13.173609,0.7937145
413,1.111987348360675,14.146556,0.8259649
414,1.1654894993599636,16.37992,1.6547832
415,1.134061826304101,13.021137,0.75420856
416,1.153299274447539,12.497738,0.8518305
417,1.0587383632278091,15.109005,1.1866302
418,1.1295988550596074,15.21375,1.1886148
419,1.1905377048633794,9.409208,1.4588013
420,1.1586087692878173,14.422542,0.98479366
421,1.1612969689320956,16.008108,1.2616749
422,1.115066724752007,17.864029,1.9215431
423,1.1312888468455418,15.859119,1.2331905
424,1.2610981089409536,14.59748,0.9039612
425,1.117996839351071,12.653306,0.73326206
426,1.1575714097305163,10.210122,1.2341614
427,1.1836007680559986,13.150158,0.76391125
428,1.1379834532946482,14.4128,0.86724186
429,1.209003790847649,15.468982,1.090477
430,1.1255264375617482,14.953916,0.960207
431,1.2469505005845385,15.418537,1.051321
432,1.067366992601542,14.131107,0.8493166
433,1.1318515780002567,15.275958,1.031457
434,1.168942021245476,16.365776,1.3764458
435,1.1667045150912894,13.6506815,0.76056576
436,1.1616505264897945,15.270044,1.2519684
437,1.1174759203666238,13.17651,0.65837574
438,1.13939745499583,13.801401,0.76132584
439,1.12890779186052,13.277875,0.78312397
440,0.9750133466241586,13.35867,0.74669266
441,1.2307761529032537,16.308594,1.351532
442,1.055262608468046,17.047455,1.6554928
443,1.1883761137595965,14.705593,0.9268284
444,1.1486175014484674,12.390369,0.7697544
445,1.3061898014800346,17.396189,1.7976875
446,1.1202014609928008,16.767925,1.5409098
447,1.1614754067924695,13.943488,0.7974205
448,1.6119700783546456,15.663502,1.3230562
449,1.1464200613960638,15.765214,1.4140682
450,1.21982311388985,15.08917,0.9917793
451,1.1551143577898344,13.85127,0.80101585
452,1.119303305295679,13.358971,0.7733822
453,1.0450959181185435,16.316282,1.391943
454,1.136264899751253,13.987426,0.7807102
455,1.2078695398045902,15.021776,1.014677
456,1.158334969025947,13.630787,0.7623348
457,1.12142965270055,16.304115,1.6064682
458,1.122777097574212,15.434878,1.0462132
459,1.1982637068869544,15.319329,1.046361
460,1.061369341598028,15.9113455,1.2142239
461,1.10472635046028,15.164518,1.0073147
462,1.1648538164799989,11.871005,1.1569328
463,1.166103632371453,10.87859,0.34022808
464,1.1881258533755474,13.22975,0.7428093
465,1.106723409490982,16.1534,1.2891264
466,1.1786681739848954,10.236862,1.2579422
467,1.1465633762064429,12.492557,0.78215504
468,1.117502065437183,14.852621,0.94958305
469,1.1673580229650813,13.71689,0.754776
470,1.170970523788535,13.754309,0.75571823
471,1.1169105632586362,16.896048,1.5636387
472,1.246000547056515,17.08221,1.7381783
473,1.1840711564355584,17.32688,1.7528534
474,1.1074495819292327,11.241152,1.0594492
475,1.1538490674614794,14.8868475,0.949667
476,1.1779026848834402,14.689736,0.8942919
477,1.2473227685576178,17.541435,1.9331455
478,1.1678549417500703,14.234067,0.8424902
479,1.1072005613942684,13.5574465,0.72383595
480,1.0647944907701663,14.182933,0.9449425
481,1.1771611230855017,12.182929,0.33847523
482,1.1176956943094722,14.533395,0.9190531
483,1.1072800414686903,15.524313,1.0957127
484,1.1847627103530336,16.021338,1.2333775
485,1.0668963875580908,15.50867,1.0799856
486,1.2211695240980065,16.073326,1.2734985
487,1.184571092370747,13.770675,0.75028515
488,1.1352754639503018,13.323231,0.74468994
489,1.1885305507644452,15.435865,1.2977381
490,1.159765656636281,17.94578,2.0084705
491,1.1856353394322168,13.152652,0.6270447
492,1.2151630265626014,10.972071,1.2251043
493,1.1972278837024026,14.996793,0.96690845
494,0.9922956258970592,16.16025,1.4764757
495,1.2306049285722718,17.058317,1.7290173
496,1.0970607947988846,14.353016,0.8459978
497,1.1473345058209448,15.922245,1.2154188
498,1.0569172875527764,12.486162,0.75955963
499,1.1494238452980954,15.614151,1.1329508
500,1.1997500678851774,17.884417,2.0366192
501,1.1052137396840835,17.884558,2.016796
502,1.1482388377692994,13.336247,0.75470257
503,1.1620566566117003,9.921911,1.4008808
504,1.120125379291177,16.10769,1.5357819
505,1.2153311038787973,13.296779,0.79227924
